Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000025141	Ensembl Gene Model	MGI:1915765	Myadml2	myeloid-associated differentiation marker-like 2	protein coding gene
ENSMUSG00000025229	Ensembl Gene Model	MGI:1100498	Pitx3	paired-like homeodomain transcription factor 3	protein coding gene
ENSMUSG00000025432	Ensembl Gene Model	MGI:1333798	Avil	advillin	protein coding gene
ENSMUSG00000025889	Ensembl Gene Model	MGI:1277151	Snca	synuclein, alpha	protein coding gene
ENSMUSG00000026205	Ensembl Gene Model	MGI:104516	Slc23a3	solute carrier family 23 (nucleobase transporters), member 3	protein coding gene
ENSMUSG00000027505	Ensembl Gene Model	MGI:1923676	Fam209	family with sequence similarity 209	protein coding gene
ENSMUSG00000027833	Ensembl Gene Model	MGI:1201673	Shox2	short stature homeobox 2	protein coding gene
ENSMUSG00000029005	Ensembl Gene Model	MGI:1917683	Draxin	dorsal inhibitory axon guidance protein	protein coding gene
ENSMUSG00000029624	Ensembl Gene Model	MGI:1919049	Ptcd1	pentatricopeptide repeat domain 1	protein coding gene
ENSMUSG00000030407	Ensembl Gene Model	MGI:1914619	Qpctl	glutaminyl-peptide cyclotransferase-like	protein coding gene
ENSMUSG00000030546	Ensembl Gene Model	MGI:1890505	Plin1	perilipin 1	protein coding gene
ENSMUSG00000030922	Ensembl Gene Model	MGI:1921169	Lyrm1	LYR motif containing 1	protein coding gene
ENSMUSG00000031169	Ensembl Gene Model	MGI:1890212	Porcn	porcupine homolog (Drosophila)	protein coding gene
ENSMUSG00000032125	Ensembl Gene Model	MGI:1921394	Robo4	roundabout guidance receptor 4	protein coding gene
ENSMUSG00000032285	Ensembl Gene Model	MGI:1927638	Dnaja4	DnaJ heat shock protein family (Hsp40) member A4	protein coding gene
ENSMUSG00000033006	Ensembl Gene Model	MGI:98358	Sox10	SRY (sex determining region Y)-box 10	protein coding gene
ENSMUSG00000033278	Ensembl Gene Model	MGI:102694	Ptprm	protein tyrosine phosphatase, receptor type, M	protein coding gene
ENSMUSG00000033720	Ensembl Gene Model	MGI:2137681	Sfxn5	sideroflexin 5	protein coding gene
ENSMUSG00000034334	Ensembl Gene Model	MGI:1921192	Fam151b	family with sequence similarity 151, member B	protein coding gene
ENSMUSG00000035491	Ensembl Gene Model	MGI:1919246	Fthl17a	ferritin, heavy polypeptide-like 17, member A	protein coding gene
ENSMUSG00000035498	Ensembl Gene Model	MGI:2442010	Cdcp1	CUB domain containing protein 1	protein coding gene
ENSMUSG00000036661	Ensembl Gene Model	MGI:2146009	Dennd3	DENN/MADD domain containing 3	protein coding gene
ENSMUSG00000037386	Ensembl Gene Model	MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	protein coding gene
ENSMUSG00000037771	Ensembl Gene Model	MGI:1194488	Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1	protein coding gene
ENSMUSG00000038077	Ensembl Gene Model	MGI:96663	Kcna6	potassium voltage-gated channel, shaker-related, subfamily, member 6	protein coding gene
ENSMUSG00000038195	Ensembl Gene Model	MGI:2144271	Rilp	Rab interacting lysosomal protein	protein coding gene
ENSMUSG00000039601	Ensembl Gene Model	MGI:1858219	Rcan2	regulator of calcineurin 2	protein coding gene
ENSMUSG00000040794	Ensembl Gene Model	MGI:1914695	C1qtnf4	C1q and tumor necrosis factor related protein 4	protein coding gene
ENSMUSG00000041708	Ensembl Gene Model	MGI:106316	Mpped1	metallophosphoesterase domain containing 1	protein coding gene
ENSMUSG00000044387	Ensembl Gene Model	MGI:1915498	2410080I02Rik	RIKEN cDNA 2410080I02 gene	lincRNA gene
ENSMUSG00000045326	Ensembl Gene Model	MGI:2443535	Fndc7	fibronectin type III domain containing 7	protein coding gene
ENSMUSG00000045731	Ensembl Gene Model	MGI:105308	Pnoc	prepronociceptin	protein coding gene
ENSMUSG00000046826	Ensembl Gene Model	MGI:1923665	Fam187b	family with sequence similarity 187, member B	protein coding gene
ENSMUSG00000047036	Ensembl Gene Model	MGI:2143340	Zfp445	zinc finger protein 445	protein coding gene
ENSMUSG00000047371	Ensembl Gene Model	MGI:2384582	Zfp768	zinc finger protein 768	protein coding gene
ENSMUSG00000047496	Ensembl Gene Model	MGI:2443787	Rnf152	ring finger protein 152	protein coding gene
ENSMUSG00000049477	Ensembl Gene Model	MGI:3643536	Gm8508	predicted gene 8508	pseudogene
ENSMUSG00000050211	Ensembl Gene Model	MGI:1919144	Pla2g4e	phospholipase A2, group IVE	protein coding gene
ENSMUSG00000051506	Ensembl Gene Model	MGI:3584510	Wdfy4	WD repeat and FYVE domain containing 4	protein coding gene
ENSMUSG00000052516	Ensembl Gene Model	MGI:1890110	Robo2	roundabout guidance receptor 2	protein coding gene
ENSMUSG00000052676	Ensembl Gene Model	MGI:2442284	Zmat1	zinc finger, matrin type 1	protein coding gene
ENSMUSG00000053519	Ensembl Gene Model	MGI:1917607	Kcnip1	Kv channel-interacting protein 1	protein coding gene
ENSMUSG00000056155	Ensembl Gene Model	MGI:2675387	Nanos3	nanos homolog 3 (Drosophila)	protein coding gene
ENSMUSG00000056529	Ensembl Gene Model	MGI:106066	Ptafr	platelet-activating factor receptor	protein coding gene
ENSMUSG00000057777	Ensembl Gene Model	MGI:1346022	Mab21l2	mab-21-like 2 (C. elegans)	protein coding gene
ENSMUSG00000058741	Ensembl Gene Model	MGI:3648539	Prr19	proline rich 19	protein coding gene
ENSMUSG00000059835	Ensembl Gene Model	MGI:3646682	Rpl13-ps3	ribosomal protein L13, pseudogene 3	pseudogene
ENSMUSG00000062235	Ensembl Gene Model	MGI:3644965	Gm5341	predicted pseudogene 5341	pseudogene
ENSMUSG00000062464	Ensembl Gene Model	MGI:3780112	Cyp4f37	cytochrome P450, family 4, subfamily f, polypeptide 37	protein coding gene
ENSMUSG00000063739	Ensembl Gene Model	MGI:3645168	Gm4963	predicted gene 4963	pseudogene
ENSMUSG00000065055	Ensembl Gene Model	MGI:4422078	n-R5s213	nuclear encoded rRNA 5S 213	rRNA gene
ENSMUSG00000065629	Ensembl Gene Model	MGI:5454603	Gm24826	predicted gene, 24826	snoRNA gene
ENSMUSG00000065743	Ensembl Gene Model	MGI:5454785	Gm25008	predicted gene, 25008	snRNA gene
ENSMUSG00000065799	Ensembl Gene Model	MGI:5455294	Gm25517	predicted gene, 25517	snoRNA gene
ENSMUSG00000065815	Ensembl Gene Model	MGI:5454474	Gm24697	predicted gene, 24697	snRNA gene
ENSMUSG00000065876	Ensembl Gene Model	MGI:5455459	Gm25682	predicted gene, 25682	snRNA gene
ENSMUSG00000067597	Ensembl Gene Model	MGI:3045268	Dgat2l6	diacylglycerol O-acyltransferase 2-like 6	protein coding gene
ENSMUSG00000068428	Ensembl Gene Model	MGI:2685452	Gmnc	geminin coiled-coil domain containing	protein coding gene
ENSMUSG00000069713	Ensembl Gene Model	MGI:1921670	4933406P04Rik	RIKEN cDNA 4933406P04 gene	unclassified gene
ENSMUSG00000069785	Ensembl Gene Model	MGI:3651161	Gm11444	predicted gene 11444	protein coding gene
ENSMUSG00000070178	Ensembl Gene Model	MGI:4421916	n-R5s71	nuclear encoded rRNA 5S 71	rRNA gene
ENSMUSG00000070985	Ensembl Gene Model	MGI:2140197	Acnat1	acyl-coenzyme A amino acid N-acyltransferase 1	protein coding gene
ENSMUSG00000071815	Ensembl Gene Model	MGI:1933180	Fthl17e	ferritin, heavy polypeptide-like 17, member E	protein coding gene
ENSMUSG00000073043	Ensembl Gene Model	MGI:104654	Atoh1	atonal bHLH transcription factor 1	protein coding gene
ENSMUSG00000073062	Ensembl Gene Model	MGI:3694898	Zxdb	zinc finger, X-linked, duplicated B	protein coding gene
ENSMUSG00000073436	Ensembl Gene Model	MGI:1919889	Eme2	essential meiotic structure-specific endonuclease subunit 2	protein coding gene
ENSMUSG00000073478	Ensembl Gene Model	MGI:1925971	D730003I15Rik	RIKEN cDNA D730003I15 gene	lincRNA gene
ENSMUSG00000074284	old symbol	MGI:3642856	Gm10658	predicted gene 10658	unclassified non-coding RNA gene
ENSMUSG00000074284	Ensembl Gene Model	MGI:3642856	Gm10658	predicted gene 10658	unclassified non-coding RNA gene
ENSMUSG00000074912	Ensembl Gene Model	MGI:3649550	Gm14207	predicted gene 14207	unclassified non-coding RNA gene
ENSMUSG00000075012	Ensembl Gene Model	MGI:1341907	Fjx1	four jointed box 1 (Drosophila)	protein coding gene
ENSMUSG00000075874	Ensembl Gene Model	MGI:4421733	n-R5s1	nuclear encoded rRNA 5S 1	rRNA gene
ENSMUSG00000075973	Ensembl Gene Model	MGI:4421909	n-R5s64	nuclear encoded rRNA 5S 64	rRNA gene
ENSMUSG00000079465	Ensembl Gene Model	MGI:104688	Col4a3	collagen, type IV, alpha 3	protein coding gene
ENSMUSG00000079694	Ensembl Gene Model	MGI:3705234	Gm14862	predicted gene 14862	protein coding gene
ENSMUSG00000081155	Ensembl Gene Model	MGI:3649635	Gm12771	predicted gene 12771	pseudogene
ENSMUSG00000081570	Ensembl Gene Model	MGI:3649287	Gm12192	predicted gene 12192	pseudogene
ENSMUSG00000081732	Ensembl Gene Model	MGI:3782941	Gm15495	predicted gene 15495	pseudogene
ENSMUSG00000081863	Ensembl Gene Model	MGI:3649896	Gm12780	predicted gene 12780	pseudogene
ENSMUSG00000082006	Ensembl Gene Model	MGI:3649521	Gm13649	predicted gene 13649	pseudogene
ENSMUSG00000082018	Ensembl Gene Model	MGI:3645541	Gm6322	predicted gene 6322	pseudogene
ENSMUSG00000082091	Ensembl Gene Model	MGI:3650392	Gm13922	predicted gene 13922	pseudogene
ENSMUSG00000082162	Ensembl Gene Model	MGI:3644014	Gm14701	predicted gene 14701	pseudogene
ENSMUSG00000082371	Ensembl Gene Model	MGI:3781888	Gm3712	predicted gene 3712	pseudogene
ENSMUSG00000082428	Ensembl Gene Model	MGI:3650803	Gm13742	predicted gene 13742	pseudogene
ENSMUSG00000083064	Ensembl Gene Model	MGI:3645449	Gm7785	predicted gene 7785	pseudogene
ENSMUSG00000083419	Ensembl Gene Model	MGI:3649618	Gm14485	predicted gene 14485	pseudogene
ENSMUSG00000083618	Ensembl Gene Model	MGI:3652201	Gm11771	predicted gene 11771	pseudogene
ENSMUSG00000083635	Ensembl Gene Model	MGI:3652010	Gm11480	predicted gene 11480	pseudogene
ENSMUSG00000084621	Ensembl Gene Model	MGI:5454883	Gm25106	predicted gene, 25106	snRNA gene
ENSMUSG00000085290	Ensembl Gene Model	MGI:3801947	Gm16129	predicted gene 16129	pseudogene
ENSMUSG00000085642	Ensembl Gene Model	MGI:1920435	3110053B16Rik	RIKEN cDNA 3110053B16 gene	pseudogene
ENSMUSG00000086191	Ensembl Gene Model	MGI:3044900	Zfp652os	zinc finger protein 652, opposite strand	antisense lncRNA gene
ENSMUSG00000086414	Ensembl Gene Model	MGI:3783089	Gm15645	predicted gene 15645	pseudogene
ENSMUSG00000086652	Ensembl Gene Model	MGI:3650450	Gm14029	predicted gene 14029	antisense lncRNA gene
ENSMUSG00000087040	Ensembl Gene Model	MGI:3650902	Gm14033	predicted gene 14033	lincRNA gene
ENSMUSG00000087466	Ensembl Gene Model	MGI:2442269	A330041J22Rik	RIKEN cDNA A330041J22 gene	antisense lncRNA gene
ENSMUSG00000087658	Ensembl Gene Model	MGI:3705155	Hotairm1	Hoxa transcript antisense RNA, myeloid-specific 1	antisense lncRNA gene
ENSMUSG00000089802	Ensembl Gene Model	MGI:3801820	Gm16107	predicted gene 16107	pseudogene
ENSMUSG00000089908	Ensembl Gene Model	MGI:4414978	Gm16558	predicted gene 16558	pseudogene
ENSMUSG00000090641	Ensembl Gene Model	MGI:1925501	Zfp712	zinc finger protein 712	protein coding gene
ENSMUSG00000090708	Ensembl Gene Model	MGI:4938023	Gm17196	predicted gene 17196	antisense lncRNA gene
ENSMUSG00000091898	Ensembl Gene Model	MGI:98779	Tnnc1	troponin C, cardiac/slow skeletal	protein coding gene
ENSMUSG00000093322	Ensembl Gene Model	MGI:5454748	Gm24971	predicted gene, 24971	rRNA gene
ENSMUSG00000093952	Ensembl Gene Model	MGI:4422060	n-R5s195	nuclear encoded rRNA 5S 195	rRNA gene
ENSMUSG00000094015	Ensembl Gene Model	MGI:3647506	Rps12-ps20	ribosomal protein S12, pseudogene 20	pseudogene
ENSMUSG00000094265	Ensembl Gene Model	MGI:4421957	n-R5s109	nuclear encoded rRNA 5S 109	rRNA gene
ENSMUSG00000095472	Ensembl Gene Model	MGI:3819560	Snord88a	small nucleolar RNA, C/D box 88A	snoRNA gene
ENSMUSG00000096010	Ensembl Gene Model	MGI:2448443	Hist4h4	histone cluster 4, H4	protein coding gene
ENSMUSG00000096047	Ensembl Gene Model	MGI:4422076	n-R5s211	nuclear encoded rRNA 5S 211	rRNA gene
ENSMUSG00000096521	Ensembl Gene Model	MGI:3649289	Gm13137	predicted gene 13137	pseudogene
ENSMUSG00000096874	Ensembl Gene Model	MGI:3642243	Gm10312	predicted gene 10312	pseudogene
ENSMUSG00000097193	Ensembl Gene Model	MGI:5477158	Gm26664	predicted gene, 26664	lincRNA gene
ENSMUSG00000097234	Ensembl Gene Model	MGI:5477012	Gm26518	predicted gene, 26518	lincRNA gene
ENSMUSG00000097276	Ensembl Gene Model	MGI:2443505	4930525G20Rik	RIKEN cDNA 4930525G20 gene	antisense lncRNA gene
ENSMUSG00000097360	Ensembl Gene Model	MGI:1924606	9430065F17Rik	RIKEN cDNA 9430065F17 gene	lincRNA gene
ENSMUSG00000097416	Ensembl Gene Model	MGI:5477164	Gm26670	predicted gene, 26670	antisense lncRNA gene
ENSMUSG00000097862	Ensembl Gene Model	MGI:5477353	Gm26859	predicted gene, 26859	lincRNA gene
ENSMUSG00000097895	Ensembl Gene Model	MGI:5010894	Gm18709	predicted gene, 18709	pseudogene
ENSMUSG00000098193	Ensembl Gene Model	MGI:5504078	Gm26963	predicted gene, 26963	pseudogene
ENSMUSG00000098595	Ensembl Gene Model	MGI:5531339	Gm27957	predicted gene, 27957	unclassified non-coding RNA gene
ENSMUSG00000098711	Ensembl Gene Model	MGI:5531412	Gm28030	predicted gene, 28030	unclassified non-coding RNA gene
ENSMUSG00000098909	Ensembl Gene Model	MGI:5521004	Gm27161	predicted gene 27161	pseudogene
ENSMUSG00000000154	Ensembl Gene Model	MGI:1336884	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	protein coding gene
ENSMUSG00000000317	Ensembl Gene Model	MGI:1278332	Bcl6b	B cell CLL/lymphoma 6, member B	protein coding gene
ENSMUSG00000006313	Ensembl Gene Model	MGI:98911	Upk1a	uroplakin 1A	protein coding gene
ENSMUSG00000007030	Ensembl Gene Model	MGI:1306798	Vwa7	von Willebrand factor A domain containing 7	protein coding gene
ENSMUSG00000013338	Ensembl Gene Model	MGI:1921812	Fer1l4	fer-1-like 4 (C. elegans)	protein coding gene
ENSMUSG00000017713	Ensembl Gene Model	MGI:1919026	Tha1	threonine aldolase 1	protein coding gene
ENSMUSG00000017740	Ensembl Gene Model	MGI:1862037	Slc12a5	solute carrier family 12, member 5	protein coding gene
ENSMUSG00000020333	Ensembl Gene Model	MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	protein coding gene
ENSMUSG00000020695	Ensembl Gene Model	MGI:107818	Mrc2	mannose receptor, C type 2	protein coding gene
ENSMUSG00000020890	Ensembl Gene Model	MGI:105123	Gucy2e	guanylate cyclase 2e	protein coding gene
ENSMUSG00000024395	Ensembl Gene Model	MGI:2385067	Lims2	LIM and senescent cell antigen like domains 2	protein coding gene
ENSMUSG00000024857	Ensembl Gene Model	MGI:1352749	Cabp2	calcium binding protein 2	protein coding gene
ENSMUSG00000025194	Ensembl Gene Model	MGI:1352447	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	protein coding gene
ENSMUSG00000025431	Ensembl Gene Model	MGI:102553	Crisp1	cysteine-rich secretory protein 1	protein coding gene
ENSMUSG00000025916	Ensembl Gene Model	MGI:1921138	Ppp1r42	protein phosphatase 1, regulatory subunit 42	protein coding gene
ENSMUSG00000025945	Ensembl Gene Model	MGI:88526	Crygf	crystallin, gamma F	protein coding gene
ENSMUSG00000026822	Ensembl Gene Model	MGI:96757	Lcn2	lipocalin 2	protein coding gene
ENSMUSG00000026994	Ensembl Gene Model	MGI:894695	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3	protein coding gene
ENSMUSG00000030340	Ensembl Gene Model	MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	protein coding gene
ENSMUSG00000030653	Ensembl Gene Model	MGI:5804952	Gm45837	predicted gene 45837	protein coding gene
ENSMUSG00000031111	Ensembl Gene Model	MGI:2147913	Igsf1	immunoglobulin superfamily, member 1	protein coding gene
ENSMUSG00000031224	Ensembl Gene Model	MGI:2148316	Magee2	melanoma antigen, family E, 2	protein coding gene
ENSMUSG00000032733	Ensembl Gene Model	MGI:2443239	Snx33	sorting nexin 33	protein coding gene
ENSMUSG00000035954	Ensembl Gene Model	MGI:1918006	Dock4	dedicator of cytokinesis 4	protein coding gene
ENSMUSG00000037139	Ensembl Gene Model	MGI:2685280	Myom3	myomesin family, member 3	protein coding gene
ENSMUSG00000037944	Ensembl Gene Model	MGI:103011	Ccr7	chemokine (C-C motif) receptor 7	protein coding gene
ENSMUSG00000039182	Ensembl Gene Model	MGI:2145422	AW209491	expressed sequence AW209491	protein coding gene
ENSMUSG00000040350	Ensembl Gene Model	MGI:2137353	Trim7	tripartite motif-containing 7	protein coding gene
ENSMUSG00000041073	Ensembl Gene Model	MGI:3603030	Nacad	NAC alpha domain containing	protein coding gene
ENSMUSG00000041120	Ensembl Gene Model	MGI:104591	Nbl1	neuroblastoma, suppression of tumorigenicity 1	protein coding gene
ENSMUSG00000041696	Ensembl Gene Model	MGI:1918034	Rasl12	RAS-like, family 12	protein coding gene
ENSMUSG00000043833	Ensembl Gene Model	MGI:1914511	2900005J15Rik	RIKEN cDNA 2900005J15 gene	unclassified non-coding RNA gene
ENSMUSG00000046314	Ensembl Gene Model	MGI:2384963	Stxbp6	syntaxin binding protein 6 (amisyn)	protein coding gene
ENSMUSG00000046959	Ensembl Gene Model	MGI:2385894	Slc26a1	solute carrier family 26 (sulfate transporter), member 1	protein coding gene
ENSMUSG00000049154	Ensembl Gene Model	MGI:1922679	Fam183b	family with sequence similarity 183, member B	protein coding gene
ENSMUSG00000049588	Ensembl Gene Model	MGI:1196234	Ccdc69	coiled-coil domain containing 69	protein coding gene
ENSMUSG00000050315	Ensembl Gene Model	MGI:2153070	Synpo2	synaptopodin 2	protein coding gene
ENSMUSG00000051041	Ensembl Gene Model	MGI:2679264	Olfml1	olfactomedin-like 1	protein coding gene
ENSMUSG00000057667	Ensembl Gene Model	MGI:2678952	Bloc1s3	biogenesis of lysosomal organelles complex-1, subunit 3	protein coding gene
ENSMUSG00000061878	Ensembl Gene Model	MGI:1316649	Sphk1	sphingosine kinase 1	protein coding gene
ENSMUSG00000064356	Ensembl Gene Model	MGI:99926	mt-Atp8	mitochondrially encoded ATP synthase 8	protein coding gene
ENSMUSG00000064581	Ensembl Gene Model	MGI:5454910	Gm25133	predicted gene, 25133	snoRNA gene
ENSMUSG00000066129	Ensembl Gene Model	MGI:1923734	Kndc1	kinase non-catalytic C-lobe domain (KIND) containing 1	protein coding gene
ENSMUSG00000066382	Ensembl Gene Model	MGI:1922720	Iqcf5	IQ motif containing F5	protein coding gene
ENSMUSG00000067212	Ensembl Gene Model	MGI:95957	H2-T23	histocompatibility 2, T region locus 23	protein coding gene
ENSMUSG00000068537	old symbol	MGI:3642310	Gm10242	predicted gene 10242	pseudogene
ENSMUSG00000068537	Ensembl Gene Model	MGI:3642310	Gm10242	predicted gene 10242	pseudogene
ENSMUSG00000068699	Ensembl Gene Model	MGI:95557	Flnc	filamin C, gamma	protein coding gene
ENSMUSG00000069306	Ensembl Gene Model	MGI:2448441	Hist1h4m	histone cluster 1, H4m	protein coding gene
ENSMUSG00000073877	Ensembl Gene Model	MGI:3713752	Gm13306	predicted gene 13306	protein coding gene
ENSMUSG00000074115	Ensembl Gene Model	MGI:98221	Saa1	serum amyloid A 1	protein coding gene
ENSMUSG00000074832	Ensembl Gene Model	MGI:1924053	2410141K09Rik	RIKEN cDNA 2410141K09 gene	protein coding gene
ENSMUSG00000079547	Ensembl Gene Model	MGI:95922	H2-DMb1	histocompatibility 2, class II, locus Mb1	protein coding gene
ENSMUSG00000081352	Ensembl Gene Model	MGI:3650084	Gm12389	predicted gene 12389	pseudogene
ENSMUSG00000081464	Ensembl Gene Model	MGI:3705672	Gm14732	predicted gene 14732	pseudogene
ENSMUSG00000081969	Ensembl Gene Model	MGI:3645357	Gm16471	predicted gene 16471	pseudogene
ENSMUSG00000082008	Ensembl Gene Model	MGI:3650810	Gm12390	predicted gene 12390	pseudogene
ENSMUSG00000082467	Ensembl Gene Model	MGI:3648616	Gm6743	predicted pseudogene 6743	pseudogene
ENSMUSG00000082809	Ensembl Gene Model	MGI:3651006	Gm14150	predicted gene 14150	pseudogene
ENSMUSG00000083414	Ensembl Gene Model	MGI:3801922	Gm14840	predicted gene 14840	pseudogene
ENSMUSG00000083924	Ensembl Gene Model	MGI:3651803	Gm12304	predicted gene 12304	pseudogene
ENSMUSG00000085952	Ensembl Gene Model	MGI:3652244	Gm12315	predicted gene 12315	lincRNA gene
ENSMUSG00000086405	Ensembl Gene Model	MGI:1924766	9330198N18Rik	RIKEN cDNA 9330198N18 gene	lincRNA gene
ENSMUSG00000086863	Ensembl Gene Model	MGI:3782992	Gm15543	predicted gene 15543	antisense lncRNA gene
ENSMUSG00000091866	Ensembl Gene Model	MGI:3645370	Gm6257	predicted gene 6257	pseudogene
ENSMUSG00000092241	Ensembl Gene Model	MGI:5141987	Gm20522	predicted gene 20522	antisense lncRNA gene
ENSMUSG00000095260	Ensembl Gene Model	MGI:5455667	Gm25890	predicted gene, 25890	snRNA gene
